Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
69680,318.67,221.93,0.6755,75133,0.6675,848.72,Kecimen
44909,344.87,214.44,0.8169,47595,0.7011,1393.12,Kecimen
98645,482.96,292.64,0.8228,105413,0.7674,996.01,Besni
68138,272.08,284.9,0.731,73550,0.7448,1029.84,Kecimen
66074,312.6,194.59,0.6763,67592,0.7078,1051.01,Kecimen
61012,259.39,223.99,0.6377,65823,0.6888,898.64,Kecimen
59722,328.89,270.18,0.7604,63270,0.6812,909.29,Kecimen
31991,237.06,255.61,0.6447,33525,0.7139,1354.58,Kecimen
125635,357.11,246.96,0.7515,130923,0.6544,1246.18,Besni
94251,471.8,300.58,0.7277,98899,0.67,1277.25,Besni
79293,300.48,241.35,0.7729,81658,0.6341,986.18,Besni
88018,535.18,203.44,0.7505,93210,0.6841,1268.51,Besni
47666,337.18,208.63,0.7552,50139,0.7082,1185.62,Kecimen
70405,460.54,228.93,0.7781,74452,0.6235,1256.79,Besni
119898,358.86,160.63,0.8077,123553,0.7361,1553.21,Besni
75807,275.74,215.81,0.6704,78520,0.6846,892.64,Kecimen
62796,305.01,183.17,0.698,67482,0.6746,993.19,Kecimen
55085,377.66,199.54,0.6422,59286,0.6945,921.09,Kecimen
87786,436.81,256.35,0.6715,90397,0.6607,909.3,Besni
70045,345.95,175.45,0.6749,74286,0.7052,1214.71,Kecimen
115539,436.08,304.94,0.7687,119179,0.6104,1470.31,Besni
91995,361.17,190.31,0.6999,97914,0.6725,937.39,Kecimen
56648,279.52,231.46,0.692,60587,0.7477,1033.8,Kecimen
130937,410.23,243.74,0.8161,138814,0.6831,1129.13,Besni
82535,347.28,224.46,0.7249,85942,0.6394,1050.26,Kecimen
122569,403.72,205.99,0.7701,131600,0.6862,936.3,Besni
63483,374.23,227.82,0.7198,66167,0.6673,959.25,Kecimen
72328,247.8,163.31,0.602,77619,0.7698,1100.31,Kecimen
58048,381.37,280.49,0.7473,59935,0.7255,1267.81,Besni
66912,454.64,225.29,0.7711,69270,0.6472,1122.3,Besni
50996,333.9,217.05,0.7969,52828,0.7602,1091.03,Kecimen
65424,323.97,218.8,0.8117,67064,0.6455,916.25,Kecimen
109506,342.86,246.41,0.7773,112357,0.6995,1111.18,Besni
47298,268.4,212.23,0.6498,49865,0.6679,934.49,Kecimen
38462,251.59,228.44,0.6337,39772,0.7618,1447.79,Kecimen
92685,473.49,270.74,0.7434,97945,0.7319,1252.35,Besni
81680,464.73,296.89,0.7351,84204,0.7526,1037.76,Besni
29622,310.39,255.68,0.7306,31307,0.7196,941.93,Kecimen
52053,360.25,213.37,0.7495,54141,0.6763,1001.06,Kecimen
93909,484.8,225.91,0.7682,96194,0.6875,1226.43,Besni
42469,279.68,205.48,0.7437,43477,0.669,743.9,Kecimen
92856,231.55,233.09,0.7589,97412,0.654,1217.27,Kecimen
121811,430.6,336.87,0.8436,131484,0.6694,1200.2,Besni
50659,360.57,190.95,0.6559,53848,0.7726,1008.24,Kecimen
50073,348.44,237.92,0.6703,52606,0.6987,1003.81,Kecimen
67450,317.49,231.06,0.6498,71884,0.7951,980.87,Kecimen
113612,445.76,277.06,0.6488,117947,0.6696,1241.85,Besni
66439,383.6,232.79,0.866,68792,0.7167,1368.74,Besni
63265,415.41,333.43,0.7676,66228,0.6391,1173.36,Besni
52962,339.7,217.03,0.7343,56638,0.6669,882.29,Kecimen
99400,477.32,245.47,0.8639,104588,0.732,1394.57,Besni
45141,329.42,221.14,0.7127,46862,0.5735,946.03,Kecimen
61047,298.41,190.34,0.7241,64507,0.693,1308.48,Kecimen
100640,425.17,277.29,0.7642,106460,0.6285,1263.6,Besni
59479,238.48,200.46,0.8202,63073,0.6606,919.63,Kecimen
49270,357.43,218.08,0.6759,52530,0.7105,799.21,Kecimen
98364,346.15,222.32,0.781,103644,0.6336,1758.38,Besni
85686,469.78,206.0,0.7573,91445,0.6211,1115.73,Besni
55361,285.44,233.7,0.8101,57803,0.6875,972.52,Kecimen
129450,500.44,302.23,0.8602,135443,0.5877,1386.89,Besni
45277,326.83,197.38,0.8324,48794,0.6691,1138.27,Kecimen
64862,294.92,194.94,0.7704,69678,0.5719,1128.77,Kecimen
90249,446.67,281.66,0.7493,95299,0.705,1176.02,Besni
63898,361.5,214.82,0.8125,67377,0.7311,987.48,Kecimen
95159,382.01,301.25,0.7272,100158,0.6765,1182.58,Besni
76460,438.21,268.51,0.765,80760,0.6163,1501.91,Besni
95051,467.5,239.16,0.7788,99904,0.6586,1282.33,Besni
73943,384.51,244.94,0.8048,75527,0.6779,1149.28,Besni
48404,362.62,257.08,0.6939,49567,0.7233,1218.37,Kecimen
53399,305.46,237.84,0.6944,57116,0.7711,965.53,Kecimen
93694,483.77,291.2,0.757,97934,0.7612,1121.94,Besni
51126,327.39,200.11,0.7991,53974,0.7319,1000.51,Kecimen
74573,290.76,234.6,0.7317,79001,0.6909,919.17,Kecimen
56734,296.97,182.68,0.799,59389,0.6728,847.92,Kecimen
59714,302.62,256.83,0.7446,63849,0.637,906.35,Kecimen
53090,278.51,174.23,0.6392,56819,0.7633,1062.76,Kecimen
56798,321.19,173.32,0.7308,61009,0.6178,926.21,Kecimen
67469,376.37,238.27,0.7044,71809,0.6962,1118.36,Kecimen
92871,411.98,232.89,0.805,96224,0.7118,1388.74,Besni
81806,395.15,221.55,0.728,84814,0.575,1141.65,Besni
59107,316.13,288.73,0.6262,61129,0.6931,1082.09,Kecimen
65779,309.09,217.58,0.7481,70430,0.7535,1039.52,Kecimen
79327,429.32,290.67,0.7729,85110,0.6311,1403.58,Besni
66933,370.31,294.92,0.7496,69622,0.6937,1368.72,Besni
62618,302.7,239.06,0.7429,65522,0.6437,1021.51,Kecimen
79695,439.42,245.85,0.7846,85162,0.7008,1199.4,Besni
74633,286.76,233.43,0.705,78689,0.713,1133.15,Kecimen
71241,436.46,221.84,0.8113,75674,0.7051,1323.19,Besni
44634,335.97,170.64,0.7153,47041,0.6948,961.76,Kecimen
67926,408.2,318.75,0.805,70451,0.6943,1269.27,Besni
38769,323.46,261.98,0.7385,40169,0.7348,1158.99,Kecimen
58663,366.77,255.72,0.7603,61085,0.6218,979.83,Kecimen
75862,393.43,229.78,0.7553,80595,0.6604,1360.48,Besni
105149,463.62,255.19,0.765,109360,0.6432,1318.71,Besni
106814,435.98,220.54,0.7208,111241,0.6945,1374.91,Besni
85550,383.8,253.11,0.7467,90937,0.6287,1498.12,Besni
48693,328.96,230.4,0.8312,50179,0.7567,801.03,Kecimen
100802,363.77,245.51,0.6528,106270,0.7204,949.89,Kecimen
59686,282.02,221.47,0.7403,61101,0.6405,869.76,Kecimen
63655,328.31,213.89,0.6915,66027,0.7025,931.4,Kecimen
47887,443.12,331.47,0.8199,49246,0.6169,1208.49,Besni
64454,335.09,261.4,0.7556,67823,0.6974,1010.4,Kecimen
68802,353.18,271.83,0.6729,70519,0.8037,1167.61,Kecimen
112437,453.24,271.36,0.7372,120891,0.6009,1299.16,Besni
64861,357.05,212.76,0.6572,68530,0.6677,1157.79,Kecimen
57600,301.51,231.22,0.7866,61971,0.7115,821.55,Kecimen
92910,454.64,292.94,0.7667,96475,0.6749,1262.31,Besni
35887,339.16,252.36,0.6861,37591,0.7135,775.52,Kecimen
114010,494.87,307.69,0.6909,117584,0.7297,1153.02,Besni
78567,298.76,229.65,0.7801,81847,0.7244,1135.34,Kecimen
127945,430.93,231.14,0.6843,136958,0.641,1063.49,Besni
61454,348.31,184.37,0.7057,65474,0.8206,1005.74,Kecimen
38815,296.97,225.82,0.6669,40820,0.6506,987.77,Kecimen
88455,427.89,256.25,0.7313,92040,0.6807,1258.28,Besni
59020,380.9,259.81,0.804,61500,0.6671,1188.07,Besni
100055,429.05,310.86,0.7078,104562,0.6454,1463.51,Besni
57864,338.86,219.73,0.7772,59789,0.7178,1133.54,Kecimen
116924,428.78,219.62,0.7946,119637,0.7053,1188.47,Besni
40077,387.49,227.31,0.7219,41540,0.6983,910.37,Kecimen
72407,299.55,205.19,0.7853,76256,0.6806,1077.14,Kecimen
54982,307.62,220.47,0.6594,56611,0.7561,1121.98,Kecimen
91571,421.74,230.74,0.8503,95161,0.6869,1021.23,Besni
56867,456.57,251.51,0.8226,59278,0.5748,1302.84,Besni
84239,352.6,257.79,0.6384,87697,0.6443,1421.44,Besni
133301,409.87,333.26,0.7206,143174,0.6909,1116.71,Besni
64396,336.54,203.49,0.7098,66437,0.6702,1251.02,Kecimen
68824,359.31,213.26,0.7454,74178,0.6926,1137.77,Kecimen
69229,459.11,224.31,0.7693,72991,0.6963,1096.72,Besni
64713,350.3,225.6,0.664,69614,0.664,1047.95,Kecimen
51505,350.83,223.6,0.7452,54276,0.6857,801.09,Kecimen
47726,345.3,239.01,0.6965,48700,0.699,955.05,Kecimen
52736,344.24,250.29,0.6628,54992,0.659,876.19,Kecimen
74546,420.36,249.7,0.7297,79934,0.7324,1136.84,Besni
64308,403.18,282.61,0.7921,68481,0.7192,1031.33,Besni
53302,306.57,217.85,0.7183,55565,0.74,1262.44,Kecimen
64523,303.68,225.94,0.7553,67189,0.6729,1230.06,Kecimen
93161,405.79,270.4,0.7972,98061,0.736,894.33,Besni
69385,252.3,209.54,0.7285,71543,0.6514,1084.69,Kecimen
51597,265.93,207.12,0.7395,53203,0.6549,718.01,Kecimen
65859,370.24,176.46,0.8119,69511,0.6742,1184.26,Besni
111162,378.15,233.86,0.8456,118940,0.6664,1001.24,Besni
69472,432.86,239.35,0.8276,71661,0.7317,1114.3,Besni
81641,364.02,251.49,0.7905,87543,0.6182,1602.77,Besni
82246,441.47,227.09,0.6775,85936,0.721,1231.11,Besni
116366,388.09,250.91,0.8178,119242,0.6919,845.1,Besni
100229,399.39,289.39,0.8383,106659,0.7461,931.57,Besni
49202,341.56,187.9,0.7311,52157,0.6486,1078.38,Kecimen
54479,383.03,233.31,0.664,58454,0.8268,1012.59,Besni
67107,270.21,255.18,0.7773,70432,0.85,1124.46,Kecimen
72765,462.9,269.74,0.7028,77016,0.6303,1482.57,Besni
47762,338.86,234.31,0.7549,50377,0.553,1175.44,Kecimen
44807,344.57,238.24,0.7184,48198,0.5924,733.21,Kecimen
77756,485.6,210.17,0.8442,83514,0.6953,1047.39,Besni
65154,284.98,218.63,0.792,66531,0.7485,1097.57,Kecimen
99923,390.15,271.35,0.8143,105541,0.6052,1253.68,Besni
129065,330.34,277.27,0.7781,134722,0.7287,790.36,Besni
104793,434.35,248.86,0.8057,110687,0.6549,1383.14,Besni
49483,400.32,260.08,0.7308,51799,0.7427,1331.11,Besni
53640,436.54,200.88,0.7122,56818,0.6389,1060.31,Besni
41432,251.9,172.88,0.7818,44460,0.5852,862.2,Kecimen
115577,378.72,291.02,0.7317,120919,0.6635,1050.54,Besni
76334,288.89,185.61,0.7179,79830,0.7092,1108.23,Kecimen
42735,343.06,203.23,0.6799,45110,0.6455,1101.91,Kecimen
82770,431.29,261.59,0.8159,84988,0.6733,1255.67,Besni
39298,305.63,210.93,0.6749,42049,0.6523,769.66,Kecimen
93133,470.47,269.68,0.813,95182,0.6936,1404.21,Besni
70352,361.27,225.08,0.6879,74194,0.779,1089.82,Kecimen
70193,370.86,229.86,0.6714,73272,0.6754,1103.94,Kecimen
30604,276.74,241.25,0.8137,32407,0.7054,962.27,Kecimen
109556,468.02,176.99,0.7842,117683,0.6065,852.51,Besni
92297,302.18,256.39,0.6639,97090,0.6582,1061.46,Kecimen
85029,367.43,223.26,0.7559,90495,0.7284,935.56,Besni
113071,361.03,270.33,0.8262,115984,0.6412,1274.45,Besni
56346,386.49,189.24,0.776,58004,0.7075,1558.86,Besni
72433,582.15,249.59,0.8373,76530,0.6816,1340.82,Besni
62597,310.17,241.98,0.6839,65940,0.7176,924.55,Kecimen
84403,361.19,239.05,0.7905,88691,0.6149,1309.01,Besni
107780,446.81,237.4,0.7647,113055,0.7834,981.07,Besni
65810,479.73,266.95,0.8381,68918,0.6879,1083.04,Besni
83956,453.58,265.5,0.8234,90338,0.6479,1223.92,Besni
75659,406.87,294.81,0.7769,77196,0.6595,1169.37,Besni
126592,442.89,246.44,0.8183,130852,0.7996,1239.19,Besni
117726,428.61,232.82,0.7275,123079,0.6839,1240.55,Besni
77378,331.2,254.46,0.677,80814,0.7261,831.62,Kecimen
105438,404.25,167.92,0.7879,111149,0.7336,1020.38,Besni
49799,354.78,234.82,0.6709,53452,0.6547,918.0,Kecimen
73062,423.66,229.17,0.7212,76269,0.6284,1217.01,Besni
86543,463.61,206.84,0.7796,90022,0.7214,1327.56,Besni
118370,384.27,273.85,0.8207,123611,0.589,1554.05,Besni
59602,403.02,225.93,0.6465,61864,0.8116,797.1,Kecimen
60964,275.58,229.08,0.6231,64366,0.79,965.37,Kecimen
68582,428.93,297.46,0.7797,71364,0.7166,1264.9,Besni
47965,330.18,200.59,0.8761,49348,0.7185,795.11,Kecimen
86330,288.07,235.89,0.8217,90168,0.6676,1087.3,Kecimen
61012,400.41,214.39,0.7531,62351,0.6876,1093.84,Kecimen
104254,432.93,280.84,0.775,108463,0.7156,1007.04,Besni
71278,305.94,232.72,0.7467,76163,0.6764,1185.37,Kecimen
69175,342.52,263.31,0.7631,73890,0.746,1037.53,Kecimen
65196,283.11,231.87,0.6869,70370,0.7631,1026.52,Kecimen
60704,367.56,197.33,0.6102,62226,0.6353,1154.59,Kecimen
82473,349.66,248.66,0.8126,84276,0.6431,1303.78,Besni
67706,319.03,188.4,0.6718,71608,0.6591,1035.91,Kecimen
98009,400.12,220.76,0.8161,101854,0.6417,1320.27,Besni
110470,377.75,301.84,0.7398,115110,0.7009,1321.65,Besni
52957,297.85,239.36,0.6313,55862,0.6209,609.37,Kecimen
92621,360.8,292.53,0.7856,98610,0.6236,1222.3,Besni
63132,294.14,189.36,0.7981,67035,0.6428,1117.51,Kecimen
88132,505.6,261.73,0.7271,95007,0.6456,1105.08,Besni
75486,263.66,180.31,0.672,78268,0.6848,908.16,Kecimen
69155,362.15,236.3,0.6988,74391,0.7563,1058.44,Kecimen
46952,319.08,230.38,0.7993,48129,0.6842,1486.79,Besni
100442,388.29,235.56,0.8273,106463,0.7244,1138.9,Besni
128228,481.46,304.52,0.8192,131856,0.7069,1256.62,Besni
112746,346.29,279.99,0.7685,116709,0.6834,1489.05,Besni
85237,348.2,260.45,0.7834,90044,0.6647,1274.4,Besni
20000,298.2,178.31,0.773,21212,0.7195,1082.33,Kecimen
68997,471.47,238.73,0.7502,72919,0.6771,1522.78,Besni
64609,289.78,236.57,0.7791,66913,0.6464,915.28,Kecimen
64984,295.49,220.31,0.7052,69919,0.6765,1069.48,Kecimen
63757,350.28,201.23,0.7667,68245,0.6113,891.74,Kecimen
93922,470.09,176.28,0.8126,100425,0.611,1249.5,Besni
103641,350.21,237.95,0.7051,110392,0.738,1431.85,Besni
77869,421.7,286.25,0.7207,80247,0.6641,1155.22,Besni
87409,364.42,317.52,0.804,91543,0.7135,890.2,Besni
40193,280.85,172.71,0.7925,43076,0.6985,849.41,Kecimen
41445,309.21,239.57,0.8437,44206,0.7189,861.72,Kecimen
90920,354.21,276.79,0.679,97814,0.7323,1381.13,Besni
121772,324.6,295.88,0.7932,130645,0.7127,1061.51,Besni
113403,444.84,259.67,0.7466,118085,0.6821,1451.35,Besni
49223,321.13,227.01,0.7508,51822,0.6948,1180.01,Kecimen
122637,501.46,263.03,0.8273,129004,0.6916,1287.85,Besni
41787,257.19,216.11,0.7007,43653,0.7274,833.2,Kecimen
67098,352.93,250.91,0.7508,72172,0.7363,980.28,Kecimen
38972,311.24,284.27,0.7209,40113,0.712,1075.27,Kecimen
69519,478.59,256.46,0.6215,73790,0.7701,1232.45,Besni
75293,412.89,244.08,0.8526,80578,0.6878,1191.2,Besni
62769,333.35,218.84,0.7311,66754,0.6828,902.5,Kecimen
85626,417.03,267.81,0.766,92076,0.7162,907.11,Besni
62305,317.83,160.05,0.7381,64205,0.6559,964.84,Kecimen
104429,436.93,223.61,0.7807,110595,0.6999,1272.46,Besni
54220,288.87,186.89,0.7712,57511,0.6775,830.37,Kecimen
72744,321.04,229.59,0.7471,75560,0.6431,953.73,Kecimen
36083,295.07,199.96,0.5578,38549,0.7902,863.84,Kecimen
81041,333.08,219.27,0.712,86866,0.6464,1024.0,Kecimen
67237,302.92,282.3,0.7111,69319,0.7431,973.85,Kecimen
76245,309.24,282.65,0.6673,78912,0.6604,989.92,Kecimen
34449,343.63,208.35,0.7392,36821,0.6796,1113.52,Kecimen
52875,333.05,187.11,0.7571,54011,0.7,958.16,Kecimen
48772,304.49,180.64,0.6694,50094,0.7133,794.93,Kecimen
39355,412.44,204.07,0.7947,42060,0.7214,1104.96,Besni
52447,365.75,189.32,0.6938,53927,0.7979,1039.04,Kecimen
75336,436.63,256.68,0.8446,77196,0.6789,1132.7,Besni
60078,294.5,214.75,0.6808,62033,0.736,1076.62,Kecimen
88921,371.23,324.98,0.7479,93368,0.7637,1445.79,Besni
112016,385.39,263.87,0.8152,118705,0.7,1238.56,Besni
117690,432.15,291.52,0.8401,124124,0.7008,1492.13,Besni
61228,363.66,251.52,0.6883,65789,0.638,968.6,Kecimen
95963,492.63,299.47,0.8269,101732,0.6976,1345.98,Besni
112026,410.19,245.94,0.6212,120750,0.7279,1160.25,Besni
85766,412.03,234.94,0.719,91090,0.7053,1186.34,Besni
100445,327.81,286.42,0.6955,108104,0.6272,1068.75,Besni
64390,450.15,256.12,0.7706,67375,0.7158,820.82,Besni
62891,424.88,249.79,0.7978,64823,0.6808,1266.77,Besni
68493,410.92,242.64,0.8608,73928,0.6627,949.19,Besni
65126,382.02,164.91,0.6568,66625,0.6288,1028.6,Kecimen
82773,464.38,236.66,0.8094,87048,0.7313,1434.11,Besni
123108,465.2,256.92,0.7994,129847,0.7446,1536.01,Besni
38547,326.01,236.92,0.6749,39362,0.6933,667.1,Kecimen
75819,356.78,257.91,0.7841,81438,0.7197,1158.02,Besni
59509,340.29,220.09,0.7269,61610,0.7292,963.39,Kecimen
64137,452.03,165.35,0.7221,66067,0.6552,956.24,Besni
60903,354.84,282.26,0.7075,62970,0.7319,771.65,Kecimen
60683,299.02,268.41,0.6591,62007,0.7238,1298.88,Kecimen
58460,389.28,277.8,0.8059,59826,0.6482,1391.55,Besni
79511,449.52,193.85,0.7185,82930,0.7821,1294.9,Besni
90600,378.59,242.18,0.753,93822,0.6868,1115.15,Besni
74389,305.49,210.51,0.7569,78816,0.7076,1211.57,Kecimen
85730,481.51,288.7,0.7838,87849,0.7028,1071.34,Besni
93555,413.81,190.16,0.8392,97943,0.6725,1191.32,Besni
50225,339.57,233.61,0.7237,51845,0.7253,885.0,Kecimen
70353,485.18,243.14,0.8633,75534,0.6505,1374.49,Besni
83397,397.11,342.22,0.8062,89270,0.6791,1059.98,Besni
55345,390.83,228.37,0.6897,58370,0.6503,1097.67,Kecimen
113734,441.2,237.26,0.8143,118840,0.6731,1209.12,Besni
70674,328.12,219.25,0.8184,75580,0.6375,823.66,Kecimen
88716,458.04,266.93,0.811,91241,0.71,1215.72,Besni
64840,370.23,198.85,0.712,67691,0.7641,1134.56,Kecimen
66657,236.72,249.45,0.7394,70992,0.7131,797.34,Kecimen
64901,433.24,271.83,0.8259,68841,0.6457,1327.1,Besni
56628,480.91,273.35,0.8073,58132,0.6715,1181.82,Besni
83790,336.33,247.55,0.6814,90227,0.6278,1083.33,Kecimen
73084,383.18,289.58,0.6878,75302,0.6196,1210.51,Kecimen
48613,318.61,196.42,0.768,50843,0.5894,1254.99,Kecimen
52921,263.7,269.0,0.748,55526,0.549,1045.57,Kecimen
93505,345.05,239.12,0.7954,96705,0.7396,1321.02,Besni
84312,411.78,265.75,0.8055,86592,0.6738,1323.7,Besni
50658,414.83,370.32,0.7913,52325,0.6374,1296.11,Besni
38888,347.26,196.9,0.6793,39937,0.6586,1031.69,Kecimen
95029,422.58,239.73,0.7222,101773,0.6906,980.46,Besni
52841,408.86,268.52,0.8455,56593,0.6707,1537.9,Besni
89038,441.41,226.25,0.7535,94021,0.7179,1286.41,Besni
66566,383.16,283.81,0.759,70940,0.7811,1591.77,Besni
77852,350.49,259.3,0.7808,83477,0.7692,1699.53,Besni
89219,415.81,317.97,0.8216,91071,0.6807,1447.82,Besni
70709,444.38,226.17,0.7556,74883,0.5873,1421.45,Besni
92961,435.38,252.4,0.7673,95544,0.6239,1401.52,Besni
88451,400.01,255.38,0.8304,95374,0.6955,1192.33,Besni
82201,370.71,266.63,0.7591,86238,0.633,1181.16,Besni
80909,467.48,236.46,0.8114,83610,0.6132,1350.07,Besni
107873,438.5,262.79,0.7648,115834,0.6835,1463.12,Besni
52473,321.9,185.25,0.737,54986,0.714,1086.28,Kecimen
67574,276.76,215.5,0.7462,71160,0.6738,926.03,Kecimen
125223,433.87,230.01,0.7923,129144,0.6263,1244.74,Besni
69848,379.84,208.88,0.8087,74757,0.7112,827.76,Kecimen
90826,423.56,231.67,0.7783,98021,0.657,1401.61,Besni
41687,263.11,204.94,0.738,44248,0.7181,1069.31,Kecimen
106839,378.8,234.17,0.7321,113373,0.692,1036.2,Besni
46657,288.38,218.59,0.7933,49179,0.7297,1157.1,Kecimen
103308,470.63,244.85,0.7828,105514,0.7172,1465.2,Besni
103298,353.36,209.86,0.7421,109292,0.7482,1504.16,Besni
66094,433.46,241.67,0.8059,69152,0.6163,929.71,Besni
111775,486.27,267.95,0.743,114340,0.6594,1425.27,Besni
114600,407.97,284.45,0.8063,122667,0.6596,1318.88,Besni
38047,288.12,211.57,0.6809,39688,0.6815,1164.57,Kecimen
105520,422.35,254.93,0.8838,111999,0.5757,1233.61,Besni
48112,305.56,211.07,0.6557,49219,0.6653,997.92,Kecimen
74396,441.08,305.89,0.8171,76747,0.7082,1373.83,Besni
96771,390.7,268.53,0.7676,103523,0.7314,1074.9,Besni
64613,445.14,246.1,0.8485,67621,0.8338,1290.19,Besni
76107,439.79,271.15,0.7332,79668,0.6955,1407.71,Besni
100111,474.54,223.07,0.7869,103102,0.7315,1140.64,Besni
67725,320.56,238.38,0.7748,72300,0.7001,912.99,Kecimen
40196,275.09,219.82,0.7242,41609,0.8012,872.85,Kecimen
80308,418.21,211.29,0.7501,84214,0.701,789.16,Kecimen
119018,417.76,212.45,0.7813,127547,0.6593,1080.81,Besni
56447,380.16,218.27,0.751,58278,0.5998,1005.69,Kecimen
56487,298.79,225.73,0.6854,59526,0.6098,812.14,Kecimen
102773,374.18,263.01,0.8618,108176,0.6971,1279.77,Besni
78997,401.41,245.67,0.7303,84263,0.698,1162.23,Besni
117410,362.85,293.52,0.8204,125520,0.6707,1182.79,Besni
103578,370.33,277.25,0.7863,106950,0.7173,1270.41,Besni
65251,381.01,311.18,0.8145,67979,0.6702,974.32,Besni
63157,392.47,218.72,0.8133,64875,0.6825,1119.69,Besni
96760,428.4,175.08,0.8495,99050,0.7652,1214.43,Besni
60076,334.85,202.86,0.7943,62104,0.728,1104.02,Kecimen
87020,375.74,247.84,0.7325,92285,0.7164,756.95,Besni
83384,457.21,193.09,0.7361,87353,0.6726,1187.87,Besni
43985,286.71,220.85,0.7118,47083,0.7742,836.21,Kecimen
83982,310.5,225.53,0.8222,89211,0.7214,1261.14,Besni
75856,312.39,199.24,0.6617,78145,0.6567,1210.24,Kecimen
59797,255.74,176.56,0.8494,64371,0.7477,1179.12,Kecimen
65366,393.96,249.94,0.714,67529,0.6662,862.57,Kecimen
46208,327.27,205.5,0.7335,47890,0.8322,1004.92,Kecimen
65635,332.45,231.32,0.7824,67157,0.7705,827.68,Kecimen
135428,412.5,225.54,0.7366,142317,0.6377,1510.6,Besni
49044,348.87,229.64,0.732,52460,0.7404,909.12,Kecimen
101597,418.21,272.62,0.8548,106498,0.7102,1256.13,Besni
92847,303.19,225.76,0.742,96354,0.8012,933.54,Kecimen
64214,386.62,236.5,0.8438,65537,0.6773,813.14,Kecimen
77689,346.34,201.71,0.7274,81720,0.805,1082.84,Kecimen
58770,459.66,243.24,0.746,60737,0.7278,1221.12,Besni
67378,346.99,294.79,0.7099,71207,0.7231,967.29,Kecimen
94445,442.24,307.29,0.8236,99373,0.5902,1556.83,Besni
99012,414.34,242.91,0.7024,106843,0.6934,924.73,Besni
72202,353.21,226.73,0.6285,74973,0.7543,1133.53,Kecimen
43404,310.44,225.9,0.7474,45790,0.7397,1034.51,Kecimen
92807,512.89,317.42,0.6685,97856,0.7487,1204.11,Besni
75755,487.61,243.29,0.8045,81571,0.681,794.28,Besni
61494,260.86,238.41,0.6668,65689,0.755,937.98,Kecimen
120603,482.48,235.98,0.7566,123648,0.6192,1354.28,Besni
88215,526.24,290.18,0.7203,93095,0.7348,1144.45,Besni
72187,296.93,217.31,0.6814,75167,0.7652,1099.89,Kecimen
34126,315.51,217.14,0.7918,35277,0.6866,1102.03,Kecimen
87986,289.05,219.23,0.7618,93660,0.5932,805.06,Kecimen
71076,319.68,181.59,0.7476,75209,0.6936,1260.83,Kecimen
122989,437.34,260.63,0.8375,127878,0.6286,1280.16,Besni
47875,308.73,210.73,0.8303,51527,0.7003,928.08,Kecimen
58907,322.93,227.16,0.688,63513,0.7258,1123.91,Kecimen
126143,429.13,222.21,0.7648,132948,0.6302,1335.8,Besni
48407,309.8,292.1,0.724,50221,0.6868,885.51,Kecimen
101395,444.68,212.2,0.7672,107023,0.6545,1264.94,Besni
49846,264.06,182.45,0.7911,53349,0.6403,942.4,Kecimen
55179,338.37,203.39,0.7321,59033,0.7775,969.55,Kecimen
99163,452.75,256.79,0.8278,102264,0.6708,1411.76,Besni
106695,415.7,260.3,0.7926,113402,0.6849,1252.82,Besni
117991,443.22,205.29,0.7281,120359,0.6009,1460.15,Besni
49606,290.97,233.21,0.7457,50833,0.6962,1064.94,Kecimen
98989,419.45,241.17,0.7658,105783,0.807,1245.27,Besni
73767,361.96,155.4,0.8025,75736,0.6566,1145.23,Kecimen
62683,435.82,310.23,0.7402,65947,0.704,1134.02,Besni
124050,295.34,221.42,0.7257,133593,0.748,1034.29,Besni
96431,443.77,272.71,0.8104,100457,0.5958,1203.14,Besni
96459,415.35,255.97,0.8235,99818,0.6735,1352.68,Besni
61961,317.72,245.6,0.7889,65151,0.7463,872.29,Kecimen
68411,365.06,133.11,0.7078,73366,0.6928,875.23,Kecimen
71806,317.78,134.54,0.7084,76946,0.7143,1230.69,Kecimen
54963,456.73,237.85,0.7344,58783,0.6682,1366.03,Besni
125927,485.16,257.26,0.7559,133966,0.647,1527.26,Besni
51009,297.78,249.76,0.7607,53033,0.6905,1227.89,Kecimen
131720,379.35,287.92,0.7517,140167,0.678,1137.59,Besni
88868,453.95,279.36,0.8387,92523,0.6414,1157.74,Besni
113810,393.59,207.08,0.7775,121212,0.6577,1405.67,Besni
66060,303.52,231.8,0.6144,70390,0.7224,1039.19,Kecimen
74951,372.61,263.96,0.8372,78319,0.6113,1368.06,Besni
51346,311.44,155.41,0.8226,53783,0.7294,1059.69,Kecimen
57926,358.21,208.2,0.6119,59219,0.697,1226.67,Kecimen
81727,438.98,240.37,0.817,86742,0.7012,1360.3,Besni
102164,437.57,235.33,0.8337,108584,0.6759,1035.73,Besni
56704,345.54,243.57,0.7384,61230,0.7482,955.9,Kecimen
45932,322.37,188.8,0.742,49250,0.7107,1223.09,Kecimen
72338,289.75,233.2,0.7645,75956,0.6694,930.34,Kecimen
78721,400.12,267.11,0.8279,84941,0.5822,1377.27,Besni
110974,431.22,241.88,0.7854,116477,0.7476,1162.0,Besni
70290,328.95,215.68,0.7178,71984,0.67,765.28,Kecimen
59710,441.74,238.71,0.79,61990,0.6762,1131.8,Besni
63361,330.68,216.66,0.7399,65079,0.6595,889.87,Kecimen
74529,274.81,158.75,0.7904,79672,0.7003,1063.15,Kecimen
